text,kelas
siap pane ran car free day,1
mohon alangkah bijak guna dana rakyat jakarta bapak bantu bapak,1
pasar seni kali masuk jadi larang rokok,0
gerak pungut sampah kawan pasca tanding gymnasium upi,1
tonton bapak jam talkshow salam buat bapak emil,1
bapak dii bebas asap rokok tidak jadi pasar seni ulang kabut rokok,0
ahok emil sepakat ganti sama rusa bus bobotoh,0
kakak follow akun tweet romantis lho kakak,1
neu eta papa hendrik ningalikeun bapak enakeun yah niis tam malu hehe status photo,1
ahok tebus dosa ridwan kamil rupiah juta,1
harga bbm naik ridwan kamil banyak bus sekolah,0
bus bobotoh rusak ahok janji bantu ridwan kamil bayar biaya rugi,0
hari iniiii pagi cfd mahasiswa ril itb dtg ramai kampanye perawatannpohon ridwankamil,1
bapak benar,1
idiiiih malu deh sudah hina jakarta minta ganti rugi nye jakarta cowo bukan,0
ridwan kamil ahok bahas the jakmania bobotoh,1
ikut pelihara pohon ayo gorila gorilaction mahasiswa ril itb,1
auto tweet bijak menit sekali,1
aku beri nama brajamusti,1
tanding boxing pasar seni soleh sundava vs ridwan kamil pic,1
alun alun bandung revitalisasi besar besar bagaimana nasib pedagang kaki lima via,1
mana hijau bandung iseng coret coret abis shalat subuh duka kunaon gambarna jadi kieu,0
ayo fans talk show follow,1
bapak punten ai taman cicaheum naha mni kieu hideung asa sareksek barau elem bambu mun pasang wifi enak jigana bapak,1
ciee minta ganti rugi duit juara bus bobotoh rusak ahok janji bantu ridwan kamil bayar biaya rugi,0
jalan imam bonjol,1
bbb bebegik bandung ngusir teu nyaah ka bandung hush hush,0
minta follow back,1
bus bobotoh rusak ahok janji bantu ridwan kamil bayar biaya rugi via,0
villa pranata lembang terima kasih buat ibu keluarga fasilitas,1
bus bobotoh persib rusak jakarta ahok janji ganti ridwan kamil kompas,0
dpd golkar jawa barat beri ridwan kamil ultimatum dpd golkar jawa barat beri ridwan kamil ultimatum,1
baya main bandung ridwan kamil imbau bonek santun php id,1
giat yanmas satlinmas lurah dunguscariang jalan rajawali timur,1
ridwan kamil minta bonek jadi tamu baik bandung ridwan kamil minta bonek jadi tamu baik bandung,1
ridwan kamil minta bonek jadi tamu baik bandung,1
sehat aplikasi guna dokter dokter puskesmas konsultasi kena masalah medis ribu dokter daftar belum,1
atas tumpah jumlah pasien rumah sakit sebab bentuk antre pasien pemerintah kota bandung baru melaunching aplikasi sistem elektronik aplikasi rujuk padu sehat,1
hadir bbc sembah hibur masyarakat hadir walikota bandung bapak ridwan kamil serta istri,1
orang tasik harapansaya moga uu bapak malah bagus kalau sama bapak,1
kapolsekta gedebage kompol sumari selasa malam nasi bungkus kepada baya psis yang sudah datang gbla,1
keceee,1
reaksi ridwan kamil kabar dukung lgbt reaksi ridwan kamil kabar twitter,0
reaksi ridwan kamil kabar dukung lgbt,0
reaksi ridwan kamil kabar dukung lgbt reaksi ridwan kamil kabar dukung lgbt,0
pki juang hahahaha,0
sampurasun wilujeng enjing wargi rancanumpang punten tonk helove dinten rebo bersih gps,1
kendala yang mungkin siapa yang bayar tiap konsultasi spesialis pemerintah kota bpjs pasien tidak mungkin spesialis sukarela layan konsul,0
ridwan bonek jangan gelandang bandung pikir pikir rakyat,1
status,1
memang kudu pks,1
gerak subuh jamaah rw rw dunguscariang,1
usung ridwan kamil golkar tabur benih pecah internal,0
hidup pilih tidak sama pilih selalu saling jelek ridwan kamil,1
wakakaa nabi muhammad bawa bawa beda jauh kakak bodoh ente pelihara itu jilat dulu pantan stamara baru ngomong ente huahahaah,0
saya dukung pk ridwan kamil,1
ridwan kamil aku kumpul parpol usung mudah,1
ridwan kamil aku kumpul parpol usung mudah ridwan kamil aku kumpul,1
nasdem partai dukung ridwan kamil jangan paksa cawagub jakarta partai nasdem salah,1
walikota bandung ridwan kamil calon gubernur jawa barat,1
alas nasdem bebas ridwan kamil pilih cawagub jakarta ketua umum partai nasdem,1
warga bandung sekitar bapak bapak akang temen temen lama babak besar permisi awal bangga rumah kalian sekaligus silaturahmi salam satu nyali wani,1
alas rkih dukung duet maman imanulhaq bapak emil pemilihan gubernur jawa barat,1
pemilihan gubernur jawa barat ridwan kamil desak segera tentu cawagub,1
dasar dungu nabi muhammad saw saja paman kafir tidak bawa bawa jadi kafir batas teman orang korup,0
murder status,0
murder,0
makan bareng warmis bsm bapak camat cibiru selasa,1
rapat koordinasi sama urus pkk selasa,1
